Word=Confidence Pos=NN StartS=t I
Word=. Pos=. PPos=NNS StartS=f O
Word='' Pos='' PPos=. StartS=f O

Word=Big Pos=JJ StartS=t I
Word=indexer Pos=NN PPos=JJ StartS=f I
Word=Bankers Pos=NNP PPos=NN StartS=f I
Word=Trust Pos=NNP PPos=NNP StartS=f I
Word=Co. Pos=NNP PPos=NNP StartS=f I
Word=also Pos=RB PPos=NNP StartS=f O
Word=uses Pos=VBZ PPos=RB StartS=f O
Word=futures Pos=NNS PPos=VBZ StartS=f I
Word=in Pos=IN PPos=NNS StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=strategy Pos=NN PPos=DT StartS=f I
Word=that Pos=IN PPos=NN StartS=f B
Word=on Pos=IN PPos=IN StartS=f O
Word=average Pos=NN PPos=IN StartS=f I
Word=has Pos=VBZ PPos=NN StartS=f O
Word=added Pos=VBN PPos=VBZ StartS=f O
Word=one Pos=CD PPos=VBN StartS=f I
Word=percentage Pos=NN PPos=CD StartS=f I
Word=point Pos=NN PPos=NN StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=its Pos=PRP$ PPos=TO StartS=f I
Word=enhanced Pos=VBN PPos=PRP$ StartS=f I
Word=fund Pos=NN PPos=VBN StartS=f I
Word='s Pos=POS PPos=NN StartS=f B
Word=returns Pos=NNS PPos=POS StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=J. Pos=NNP StartS=t I
Word=Thomas Pos=NNP PPos=NNP StartS=f I
Word=Allen Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=president Pos=NN PPos=, StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=Pittsburgh-based Pos=JJ PPos=IN StartS=f I
Word=Advanced Pos=NNP PPos=JJ StartS=f I
Word=Investment Pos=NNP PPos=NNP StartS=f I
Word=Management Pos=NNP PPos=NNP StartS=f I
Word=Inc. Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=agrees Pos=VBZ PPos=, StartS=f O
Word=it Pos=PRP PPos=VBZ StartS=f I
Word='s Pos=VBZ PPos=PRP StartS=f O
Word=a Pos=DT PPos=VBZ StartS=f I
Word=good Pos=JJ PPos=DT StartS=f I
Word=idea Pos=NN PPos=JJ StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=jump Pos=VB PPos=TO StartS=f O
Word=between Pos=IN PPos=VB StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=S&P Pos=NNP PPos=DT StartS=f I
Word=500 Pos=CD PPos=NNP StartS=f I
Word=stocks Pos=NNS PPos=CD StartS=f I
Word=and Pos=CC PPos=NNS StartS=f I
Word=futures Pos=NNS PPos=CC StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=`` Pos=`` StartS=t O
Word=You Pos=PRP PPos=`` StartS=f I
Word='re Pos=VBP PPos=PRP StartS=f O
Word=buying Pos=VBG PPos=VBP StartS=f O
Word=the Pos=DT PPos=VBG StartS=f I
Word=S&P Pos=NNP PPos=DT StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=and Pos=CC PPos=, StartS=f O
Word=you Pos=PRP PPos=CC StartS=f I
Word=always Pos=RB PPos=PRP StartS=f O
Word=want Pos=VBP PPos=RB StartS=f O
Word=to Pos=TO PPos=VBP StartS=f O
Word=hold Pos=VB PPos=TO StartS=f O
Word=the Pos=DT PPos=VB StartS=f I
Word=cheapest Pos=JJS PPos=DT StartS=f I
Word=form Pos=NN PPos=JJS StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=it Pos=PRP PPos=IN StartS=f I
Word=, Pos=, PPos=PRP StartS=f O
Word='' Pos='' PPos=, StartS=f O
Word=he Pos=PRP PPos='' StartS=f I
Word=says Pos=VBZ PPos=PRP StartS=f O
Word=. Pos=. PPos=VBZ StartS=f O

Word=But Pos=CC StartS=t O
Word=some Pos=DT PPos=CC StartS=f I
Word=indexers Pos=NNS PPos=DT StartS=f I
Word=make Pos=VBP PPos=NNS StartS=f O
Word=little Pos=JJ PPos=VBP StartS=f I
Word=or Pos=CC PPos=JJ StartS=f I
Word=no Pos=DT PPos=CC StartS=f I
Word=use Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=futures Pos=NNS PPos=IN StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=saying Pos=VBG PPos=, StartS=f O
Word=that Pos=IN PPos=VBG StartS=f O
Word=these Pos=DT PPos=IN StartS=f I
Word=instruments Pos=NNS PPos=DT StartS=f I
Word=present Pos=NN PPos=NNS StartS=f O
Word=added Pos=VBD PPos=NN StartS=f I
Word=risks Pos=NNS PPos=VBD StartS=f I
Word=for Pos=IN PPos=NNS StartS=f O
Word=investors Pos=NNS PPos=IN StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=`` Pos=`` StartS=t O
Word=If Pos=IN PPos=`` StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=futures Pos=NNS PPos=DT StartS=f I
Word=markets Pos=NNS PPos=NNS StartS=f O
Word=have Pos=VBP PPos=NNS StartS=f O
Word=a Pos=DT PPos=VBP StartS=f I
Word=problem Pos=NN PPos=DT StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=then Pos=RB PPos=, StartS=f O
Word=those Pos=DT PPos=RB StartS=f I
Word=products Pos=NNS PPos=DT StartS=f I
Word=could Pos=MD PPos=NNS StartS=f O
Word=have Pos=VB PPos=MD StartS=f O
Word=a Pos=DT PPos=VB StartS=f I
Word=problem Pos=NN PPos=DT StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word='' Pos='' PPos=, StartS=f O
Word=says Pos=VBZ PPos='' StartS=f O
Word=John Pos=NNP PPos=VBZ StartS=f I
Word=Zumbrunn Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=managing Pos=VBG PPos=, StartS=f I
Word=director Pos=NN PPos=VBG StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=Prudential Pos=NNP PPos=IN StartS=f I
Word=Insurance Pos=NNP PPos=NNP StartS=f I
Word=Co. Pos=NNP PPos=NNP StartS=f I
Word=of Pos=IN PPos=NNP StartS=f O
Word=America Pos=NNP PPos=IN StartS=f I
Word='s Pos=POS PPos=NNP StartS=f B
Word=Investment Pos=NNP PPos=POS StartS=f I
Word=Index Pos=NNP PPos=NNP StartS=f I
Word=Technologies Pos=NNP PPos=NNP StartS=f I
Word=Inc. Pos=NNP PPos=NNP StartS=f I
Word=unit Pos=NN PPos=NNP StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Prudential Pos=NNP StartS=t I
Word=currently Pos=RB PPos=NNP StartS=f O
Word=is Pos=VBZ PPos=RB StartS=f O
Word=seeking Pos=VBG PPos=VBZ StartS=f O
Word=approval Pos=NN PPos=VBG StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=offer Pos=VB PPos=TO StartS=f O
Word=a Pos=DT PPos=VB StartS=f I
Word=new Pos=JJ PPos=DT StartS=f I
Word=fund Pos=NN PPos=JJ StartS=f I
Word=offering Pos=VBG PPos=NN StartS=f O
Word=a Pos=DT PPos=VBG StartS=f I
Word=return Pos=NN PPos=DT StartS=f I
Word=equal Pos=JJ PPos=NN StartS=f O
Word=to Pos=TO PPos=JJ StartS=f O
Word=the Pos=DT PPos=TO StartS=f I
Word=S&P Pos=NNP PPos=DT StartS=f I
Word=500 Pos=CD PPos=NNP StartS=f I
Word=index Pos=NN PPos=CD StartS=f I
Word=plus Pos=CC PPos=NN StartS=f O
Word=5\/100 Pos=CD PPos=CC StartS=f I
Word=of Pos=IN PPos=CD StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=percentage Pos=NN PPos=DT StartS=f I
Word=point Pos=NN PPos=NN StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=An Pos=DT StartS=t I
Word=added Pos=VBN PPos=DT StartS=f I
Word=feature Pos=NN PPos=VBN StartS=f I
Word=is Pos=VBZ PPos=NN StartS=f O
Word=that Pos=IN PPos=VBZ StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=slighty Pos=NN PPos=DT StartS=f I
Word=improved Pos=VBD PPos=NN StartS=f I
Word=return Pos=NN PPos=VBD StartS=f I
Word=would Pos=MD PPos=NN StartS=f O
Word=be Pos=VB PPos=MD StartS=f O
Word=guaranteed Pos=VBN PPos=VB StartS=f O
Word=by Pos=IN PPos=VBN StartS=f O
Word=Prudential Pos=NNP PPos=IN StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=There Pos=EX StartS=t I
Word=are Pos=VBP PPos=EX StartS=f O
Word=many Pos=JJ PPos=VBP StartS=f I
Word=other Pos=JJ PPos=JJ StartS=f I
Word=strategies Pos=NNS PPos=JJ StartS=f I
Word=to Pos=TO PPos=NNS StartS=f O
Word=bolster Pos=VB PPos=TO StartS=f O
Word=the Pos=DT PPos=VB StartS=f I
Word=returns Pos=NNS PPos=DT StartS=f I
Word=of Pos=IN PPos=NNS StartS=f O
Word=index Pos=NN PPos=IN StartS=f I
Word=funds Pos=NNS PPos=NN StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=They Pos=PRP StartS=t I
Word=include Pos=VBP PPos=PRP StartS=f O
Word=: Pos=: PPos=VBP StartS=f O

Word=LIMITED Pos=JJ StartS=t I
Word=RISK Pos=NN PPos=JJ StartS=f I
Word=FUNDS Pos=NNS PPos=NN StartS=f I
Word=: Pos=: PPos=NNS StartS=f I

Word=These Pos=DT StartS=t I
Word=guarantee Pos=NN PPos=DT StartS=f O
Word=protection Pos=NN PPos=NN StartS=f I
Word=against Pos=IN PPos=NN StartS=f O
Word=stock Pos=NN PPos=IN StartS=f I
Word=market Pos=NN PPos=NN StartS=f I
Word=declines Pos=NNS PPos=NN StartS=f I
Word=while Pos=IN PPos=NNS StartS=f O
Word=still Pos=RB PPos=IN StartS=f O
Word=passing Pos=VBG PPos=RB StartS=f O
Word=along Pos=IN PPos=VBG StartS=f O
Word=most Pos=RBS PPos=IN StartS=f I
Word=gains Pos=NNS PPos=RBS StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=Here Pos=RB StartS=t O
Word=a Pos=DT PPos=RB StartS=f I
Word=fund Pos=NN PPos=DT StartS=f I
Word=may Pos=MD PPos=NN StartS=f O
Word=promise Pos=VB PPos=MD StartS=f O
Word=to Pos=TO PPos=VB StartS=f O
Word=pay Pos=VB PPos=TO StartS=f O
Word=back Pos=RB PPos=VB StartS=f O
Word=, Pos=, PPos=RB StartS=f O
Word=say Pos=VBP PPos=, StartS=f O
Word=, Pos=, PPos=VBP StartS=f O
Word=$ Pos=$ PPos=, StartS=f I
Word=95 Pos=CD PPos=$ StartS=f I
Word=of Pos=IN PPos=CD StartS=f O
Word=every Pos=DT PPos=IN StartS=f I
Word=$ Pos=$ PPos=DT StartS=f I
Word=100 Pos=CD PPos=$ StartS=f I
Word=invested Pos=VBN PPos=CD StartS=f O
Word=for Pos=IN PPos=VBN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=year Pos=NN PPos=DT StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=even Pos=RB PPos=, StartS=f O
Word=if Pos=IN PPos=RB StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=market Pos=NN PPos=DT StartS=f I
Word=goes Pos=VBZ PPos=NN StartS=f O
Word=much Pos=RB PPos=VBZ StartS=f O
Word=lower Pos=JJR PPos=RB StartS=f O
Word=. Pos=. PPos=JJR StartS=f O

Word=The Pos=DT StartS=t I
Word=fund Pos=NN PPos=DT StartS=f I
Word=could Pos=MD PPos=NN StartS=f O
Word=invest Pos=VB PPos=MD StartS=f O
Word=$ Pos=$ PPos=VB StartS=f I
Word=87 Pos=CD PPos=$ StartS=f I
Word=for Pos=IN PPos=CD StartS=f O
Word=one Pos=CD PPos=IN StartS=f I
Word=year Pos=NN PPos=CD StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=Treasury Pos=NNP PPos=IN StartS=f I
Word=bills Pos=NNS PPos=NNP StartS=f I
Word=yielding Pos=VBG PPos=NNS StartS=f O
Word=8 Pos=CD PPos=VBG StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=return Pos=VB PPos=TO StartS=f O
Word=the Pos=DT PPos=VB StartS=f I
Word=guaranteed Pos=VBN PPos=DT StartS=f I
Word=$ Pos=$ PPos=VBN StartS=f I
Word=95 Pos=CD PPos=$ StartS=f I
Word=. Pos=. PPos=CD StartS=f O

Word=That Pos=DT StartS=t I
Word=leaves Pos=VBZ PPos=DT StartS=f O
Word=$ Pos=$ PPos=VBZ StartS=f I
Word=13 Pos=CD PPos=$ StartS=f I
Word=, Pos=, PPos=CD StartS=f O
Word=which Pos=WDT PPos=, StartS=f I
Word=could Pos=MD PPos=WDT StartS=f O
Word=be Pos=VB PPos=MD StartS=f O
Word=used Pos=VBN PPos=VB StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=buy Pos=VB PPos=TO StartS=f O
Word=S&P Pos=NNP PPos=VB StartS=f I
Word=500 Pos=CD PPos=NNP StartS=f I
Word=options Pos=NNS PPos=CD StartS=f I
Word=that Pos=WDT PPos=NNS StartS=f B
Word=will Pos=MD PPos=WDT StartS=f O
Word=nearly Pos=RB PPos=MD StartS=f O
Word=match Pos=VB PPos=RB StartS=f O
Word=any Pos=DT PPos=VB StartS=f I
Word=gain Pos=NN PPos=DT StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=S&P Pos=NNP PPos=DT StartS=f I
Word=index Pos=NN PPos=NNP StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=MANAGER Pos=NN StartS=t I
Word=REPLICATION Pos=NN PPos=NN StartS=f I
Word=FUNDS Pos=NNS PPos=NN StartS=f I
Word=: Pos=: PPos=NNS StartS=f I

Word=Say Pos=VB StartS=t O
Word=a Pos=DT PPos=VB StartS=f I
Word=big Pos=JJ PPos=DT StartS=f I
Word=investor Pos=NN PPos=JJ StartS=f I
Word=is Pos=VBZ PPos=NN StartS=f O
Word=interested Pos=JJ PPos=VBZ StartS=f O
Word=in Pos=IN PPos=JJ StartS=f O
Word=growth Pos=NN PPos=IN StartS=f I
Word=stocks Pos=NNS PPos=NN StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=Instead Pos=RB StartS=t O
Word=of Pos=IN PPos=RB StartS=f O
Word=hiring Pos=VBG PPos=IN StartS=f O
Word=one Pos=CD PPos=VBG StartS=f I
Word=of Pos=IN PPos=CD StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=many Pos=JJ PPos=DT StartS=f I
Word=active Pos=JJ PPos=JJ StartS=f I
Word=managers Pos=NNS PPos=JJ StartS=f I
Word=specializing Pos=VBG PPos=NNS StartS=f O
Word=in Pos=IN PPos=VBG StartS=f O
Word=growth Pos=NN PPos=IN StartS=f I
Word=stocks Pos=NNS PPos=NN StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=indexers Pos=NNS PPos=, StartS=f I
Word=can Pos=MD PPos=NNS StartS=f O
Word=design Pos=VB PPos=MD StartS=f O
Word=a Pos=DT PPos=VB StartS=f I
Word=portfolio Pos=NN PPos=DT StartS=f I
Word=around Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=same Pos=JJ PPos=DT StartS=f I
Word=stocks Pos=NNS PPos=JJ StartS=f I
Word=; Pos=: PPos=NNS StartS=f O
Word=the Pos=DT PPos=: StartS=f I
Word=portfolio Pos=NN PPos=DT StartS=f I
Word=will Pos=MD PPos=NN StartS=f O
Word=be Pos=VB PPos=MD StartS=f O
Word=maintained Pos=VBN PPos=VB StartS=f O
Word=by Pos=IN PPos=VBN StartS=f O
Word=computer Pos=NN PPos=IN StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=reducing Pos=VBG PPos=, StartS=f O
Word=both Pos=DT PPos=VBG StartS=f O
Word=fees Pos=NNS PPos=DT StartS=f I
Word=and Pos=CC PPos=NNS StartS=f O
Word=, Pos=, PPos=CC StartS=f O
Word=in Pos=IN PPos=, StartS=f O
Word=theory Pos=NN PPos=IN StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=risk Pos=NN PPos=, StartS=f I
Word=-LRB- Pos=( PPos=NN StartS=f O
Word=because Pos=IN PPos=( StartS=f O
Word=of Pos=IN PPos=IN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=large Pos=JJ PPos=DT StartS=f I
Word=number Pos=NN PPos=JJ StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=stocks Pos=NNS PPos=IN StartS=f I
Word=-RRB- Pos=) PPos=NNS StartS=f O
Word=. Pos=. PPos=) StartS=f O

Word=`` Pos=`` StartS=t O
Word=We Pos=PRP PPos=`` StartS=f I
Word=see Pos=VBP PPos=PRP StartS=f O
Word=a Pos=DT PPos=VBP StartS=f I
Word=lot Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=interest Pos=NN PPos=IN StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=those Pos=DT PPos=IN StartS=f I
Word=kind Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=things Pos=NNS PPos=IN StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word='' Pos='' PPos=, StartS=f O
Word=says Pos=VBZ PPos='' StartS=f O
Word=Frank Pos=NNP PPos=VBZ StartS=f I
Word=Salerno Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=a Pos=DT PPos=, StartS=f I
Word=vice Pos=NN PPos=DT StartS=f I
Word=president Pos=NN PPos=NN StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=Bankers Pos=NNP PPos=IN StartS=f I
Word=Trust Pos=NNP PPos=NNP StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=`` Pos=`` StartS=t O
Word=People Pos=NNS PPos=`` StartS=f I
Word=comfortable Pos=JJ PPos=NNS StartS=f O
Word=with Pos=IN PPos=JJ StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=passive Pos=JJ PPos=DT StartS=f I
Word=approach Pos=NN PPos=JJ StartS=f I
Word=are Pos=VBP PPos=NN StartS=f O
Word=using Pos=VBG PPos=VBP StartS=f O
Word=them Pos=PRP PPos=VBG StartS=f I
Word=for Pos=IN PPos=PRP StartS=f O
Word=other Pos=JJ PPos=IN StartS=f I
Word=strategies Pos=NNS PPos=JJ StartS=f I
Word=. Pos=. PPos=NNS StartS=f O
Word='' Pos='' PPos=. StartS=f O

Word=TILT Pos=NN StartS=t I
Word=FUNDS Pos=NNS PPos=NN StartS=f I
Word=: Pos=: PPos=NNS StartS=f I

Word=This Pos=DT StartS=t I
Word=is Pos=VBZ PPos=DT StartS=f O
Word=an Pos=DT PPos=VBZ StartS=f I
Word=index Pos=NN PPos=DT StartS=f I
Word=fund Pos=NN PPos=NN StartS=f I
Word=with Pos=IN PPos=NN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=bet Pos=NN PPos=DT StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Instead Pos=RB StartS=t O
Word=of Pos=IN PPos=RB StartS=f O
Word=replicating Pos=VBG PPos=IN StartS=f O
Word=the Pos=DT PPos=VBG StartS=f I
Word=S&P Pos=NNP PPos=DT StartS=f I
Word=500 Pos=CD PPos=NNP StartS=f I
Word=or Pos=CC PPos=CD StartS=f O
Word=some Pos=DT PPos=CC StartS=f I
Word=other Pos=JJ PPos=DT StartS=f I
Word=index Pos=NN PPos=JJ StartS=f I
Word=exactly Pos=RB PPos=NN StartS=f O
Word=, Pos=, PPos=RB StartS=f O
Word=some Pos=DT PPos=, StartS=f I
Word=stocks Pos=NNS PPos=DT StartS=f I
Word=are Pos=VBP PPos=NNS StartS=f O
Word=overweighted Pos=VBN PPos=VBP StartS=f O
Word=or Pos=CC PPos=VBN StartS=f O
Word=underweighted Pos=VBN PPos=CC StartS=f O
Word=in Pos=IN PPos=VBN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=portfolio Pos=NN PPos=DT StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=One Pos=CD StartS=t I
Word=simple Pos=JJ PPos=CD StartS=f I
Word=approach Pos=NN PPos=JJ StartS=f I
Word=is Pos=VBZ PPos=NN StartS=f O
Word=to Pos=TO PPos=VBZ StartS=f O
Word=exclude Pos=VB PPos=TO StartS=f O
Word=S&P Pos=NNP PPos=VB StartS=f I
Word=500 Pos=CD PPos=NNP StartS=f I
Word=companies Pos=NNS PPos=CD StartS=f I
Word=considered Pos=VBD PPos=NNS StartS=f O
Word=bankruptcy Pos=NN PPos=VBD StartS=f I
Word=candidates Pos=NNS PPos=NN StartS=f I
Word=; Pos=: PPos=NNS StartS=f O
Word=this Pos=DT PPos=: StartS=f I
Word=can Pos=MD PPos=DT StartS=f O
Word=avoid Pos=VB PPos=MD StartS=f O
Word=weak Pos=JJ PPos=VB StartS=f I
Word=sisters Pos=NNS PPos=JJ StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=but Pos=CC PPos=, StartS=f O
Word=also Pos=RB PPos=CC StartS=f O
Word=can Pos=MD PPos=RB StartS=f O
Word=hurt Pos=VB PPos=MD StartS=f O
Word=when Pos=WRB PPos=VB StartS=f O
Word=a Pos=DT PPos=WRB StartS=f I
Word=company Pos=NN PPos=DT StartS=f I
Word=like Pos=IN PPos=NN StartS=f O
Word=Chrysler Pos=NNP PPos=IN StartS=f I
Word=Corp. Pos=NNP PPos=NNP StartS=f I
Word=rebounds Pos=VBZ PPos=NNP StartS=f O
Word=. Pos=. PPos=VBZ StartS=f O

Word=Another Pos=DT StartS=t I
Word=approach Pos=NN PPos=DT StartS=f I
Word=: Pos=: PPos=NN StartS=f O
Word=An Pos=DT PPos=: StartS=f I
Word=investor Pos=NN PPos=DT StartS=f I
Word=with Pos=IN PPos=NN StartS=f O
Word=$ Pos=$ PPos=IN StartS=f I
Word=100 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=might Pos=MD PPos=CD StartS=f O
Word=use Pos=VB PPos=MD StartS=f O
Word=$ Pos=$ PPos=VB StartS=f I
Word=75 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=to Pos=TO PPos=CD StartS=f O
Word=buy Pos=VB PPos=TO StartS=f O
Word=the Pos=DT PPos=VB StartS=f I
Word=S&P Pos=NNP PPos=DT StartS=f I
Word=500 Pos=CD PPos=NNP StartS=f I
Word=index Pos=NN PPos=CD StartS=f I
Word=and Pos=CC PPos=NN StartS=f O
Word=spend Pos=VB PPos=CC StartS=f O
Word=the Pos=DT PPos=VB StartS=f I
Word=other Pos=JJ PPos=DT StartS=f I
Word=$ Pos=$ PPos=JJ StartS=f I
Word=25 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=on Pos=IN PPos=CD StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=favorite Pos=JJ PPos=DT StartS=f I
Word=group Pos=NN PPos=JJ StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=stocks Pos=NNS PPos=IN StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=SPECIALIZED Pos=JJ StartS=t I
Word=FUNDS Pos=NNS PPos=JJ StartS=f I
Word=: Pos=: PPos=NNS StartS=f I

Word=Indexes Pos=NNS StartS=t I
Word=can Pos=MD PPos=NNS StartS=f O
Word=be Pos=VB PPos=MD StartS=f O
Word=constructed Pos=VBN PPos=VB StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=serve Pos=VB PPos=TO StartS=f O
Word=social Pos=JJ PPos=VB StartS=f I
Word=goals Pos=NNS PPos=JJ StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=such Pos=JJ PPos=, StartS=f O
Word=as Pos=IN PPos=JJ StartS=f O
Word=eliminating Pos=VBG PPos=IN StartS=f O
Word=the Pos=DT PPos=VBG StartS=f I
Word=stocks Pos=NNS PPos=DT StartS=f I
Word=of Pos=IN PPos=NNS StartS=f O
Word=companies Pos=NNS PPos=IN StartS=f I
Word=doing Pos=VBG PPos=NNS StartS=f O
Word=business Pos=NN PPos=VBG StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=South Pos=NNP PPos=IN StartS=f I
Word=Africa Pos=NNP PPos=NNP StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=Other Pos=JJ StartS=t I
Word=funds Pos=NNS PPos=JJ StartS=f I
Word=have Pos=VBP PPos=NNS StartS=f O
Word=been Pos=VBN PPos=VBP StartS=f O
Word=designed Pos=VBN PPos=VBN StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=concentrate Pos=VB PPos=TO StartS=f O
Word=on Pos=IN PPos=VB StartS=f O
Word=stocks Pos=NNS PPos=IN StartS=f I
Word=in Pos=IN PPos=NNS StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=geographic Pos=JJ PPos=DT StartS=f I
Word=area Pos=NN PPos=JJ StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=order Pos=NN PPos=IN StartS=f O
Word=to Pos=TO PPos=NN StartS=f O
Word=encourage Pos=VB PPos=TO StartS=f O
Word=local Pos=JJ PPos=VB StartS=f I
Word=investment Pos=NN PPos=JJ StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Pennsylvania Pos=NNP StartS=t I
Word=State Pos=NNP PPos=NNP StartS=f I
Word=Employees Pos=NNP PPos=NNP StartS=f I
Word=Retirement Pos=NNP PPos=NNP StartS=f I
Word=System Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=for Pos=IN PPos=, StartS=f O
Word=example Pos=NN PPos=IN StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=has Pos=VBZ PPos=, StartS=f O
Word=about Pos=RB PPos=VBZ StartS=f I
Word=$ Pos=$ PPos=RB StartS=f I
Word=130 Pos=CD PPos=$ StartS=f I
Word=million Pos=CD PPos=CD StartS=f I
Word=invested Pos=VBN PPos=CD StartS=f O
Word=in Pos=IN PPos=VBN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=fund Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=244 Pos=CD PPos=IN StartS=f I
Word=companies Pos=NNS PPos=CD StartS=f I
Word=that Pos=WDT PPos=NNS StartS=f B
Word=are Pos=VBP PPos=WDT StartS=f O
Word=either Pos=DT PPos=VBP StartS=f O
Word=Pennsylvania-based Pos=JJ PPos=DT StartS=f O
Word=or Pos=CC PPos=JJ StartS=f O
Word=have Pos=VBP PPos=CC StartS=f O
Word=25 Pos=CD PPos=VBP StartS=f I
Word=% Pos=NN PPos=CD StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=their Pos=PRP$ PPos=IN StartS=f I
Word=work Pos=NN PPos=PRP$ StartS=f I
Word=forces Pos=NNS PPos=NN StartS=f I
Word=in Pos=IN PPos=NNS StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=state Pos=NN PPos=DT StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Short Pos=JJ StartS=t I
Word=interest Pos=NN PPos=JJ StartS=f I
Word=on Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=New Pos=NNP PPos=DT StartS=f I
